claim_id,suspicious_score,is_fraud,flagged_by,review_status,review_date,reviewer,notes,risk_level,escalated
CLM104384,0.846488067148118,0,system,pending,2025-07-10,Sierra Taylor,Would action us person Mrs include.,medium,no
CLM104385,0.3319291385054516,0,system,pending,2025-05-14,Daniel Harris,Question community along our approach actually make.,low,yes
CLM104386,0.19543743894081844,0,manual,confirmed,2025-03-27,Brendan Bowman,Throw factor TV return.,medium,no
CLM104387,0.5790849991500348,0,manual,confirmed,2025-05-26,Barbara Hayes,Claim reach actually wall store source.,medium,no
CLM104388,0.20940238203889694,0,manual,confirmed,2025-05-12,Allen Chen,Join ready defense push carry number.,medium,no
CLM104389,0.37063548745440145,1,audit,cleared,2024-08-09,Michael Martinez,But fall form term set off.,high,no
CLM104390,0.36559327847387424,0,manual,cleared,2024-11-04,Erin Chambers,Leave investment resource per can while another teach.,high,yes
CLM104391,0.405455643055331,0,manual,confirmed,2025-05-10,Trevor Cook,Anything any team per instead defense tell top.,high,yes
CLM104392,0.7819456397133829,0,system,cleared,2024-10-20,Lucas Robinson,Western travel outside scene within citizen.,high,no
CLM104393,0.8023263294423788,0,system,pending,2024-12-19,Jennifer Martin,Know last talk threat.,high,no
CLM104394,0.9840315888258552,0,manual,confirmed,2025-01-22,Michael Cole,Alone nature ball part.,high,no
CLM104395,0.40928275234739075,0,system,cleared,2025-02-04,Amanda Smith,From after write today watch science performance seat.,low,no
CLM104396,0.6893412517786275,0,audit,pending,2024-11-18,Joseph Mcbride,Rise suffer future imagine clear.,high,yes
CLM104397,0.5932858949367241,0,audit,cleared,2025-06-10,Terry Hernandez,Industry not simply road lot.,medium,yes
CLM104398,0.4948081624059115,0,manual,cleared,2024-12-01,Kathleen Young,Support job show but with page trouble.,low,no
CLM104399,0.9240626248737472,0,audit,pending,2025-06-12,James King,Item thing career memory pass.,medium,yes
CLM104400,0.07168421529192204,0,system,cleared,2025-06-22,Kristen Steele,Policy decide five medical.,high,no
CLM104401,0.26558896384312025,0,system,cleared,2024-11-26,Larry James,Draw determine personal with per people.,low,yes
CLM104402,0.2326219378131531,0,manual,pending,2024-09-15,Brandy Butler,Anything treatment beyond ability stop statement.,medium,yes
CLM104403,0.6985827794921531,1,system,confirmed,2024-12-15,David Jones,Choose early idea space sea purpose trouble.,low,no
CLM104404,0.7465083331869634,0,system,pending,2025-05-03,Judy Wiggins,Out deep onto most question finally friend year.,high,yes
CLM104405,0.15244390818289166,0,audit,confirmed,2025-02-26,Suzanne Myers,Style live before cover town forward.,medium,no
CLM104406,0.7957155110531842,0,manual,pending,2025-05-21,Julia Jackson,Identify thousand by not newspaper.,high,yes
CLM104407,0.33899775102142526,0,audit,confirmed,2024-12-29,Savannah Mack,Carry stand marriage themselves improve.,high,no
CLM104408,0.0860893347704853,0,manual,pending,2025-04-14,Lauren Hall,May hold ball conference.,medium,no
CLM104409,0.7570148400568212,0,system,confirmed,2024-09-12,Dana Anderson,Resource agree article fund door.,low,yes
CLM104410,0.47797217013990434,0,audit,pending,2025-02-10,Alejandra Mason,Certain begin bed page analysis experience wall.,low,yes
CLM104411,0.1407235196969414,0,manual,pending,2024-10-05,Jason Silva,Protect cost entire region claim medical human best.,medium,yes
CLM104412,0.5201285979444894,0,audit,cleared,2024-12-04,Mackenzie Moore,Possible college spend my bring watch.,high,yes
CLM104413,0.9362317790937627,0,manual,cleared,2025-01-22,Dakota Garcia,Machine watch clear tend purpose glass.,high,no
CLM104414,0.0261673116724358,0,system,cleared,2025-02-02,Mary Scott,American under alone benefit.,medium,yes
CLM104415,0.8025052363359009,0,audit,cleared,2025-03-04,Samantha Bolton,Gas score force seven detail happy.,high,yes
CLM104416,0.6072419150614736,0,manual,confirmed,2024-11-19,Jennifer Roberts,Campaign large that a include news clearly.,low,yes
CLM104417,0.6986763105061254,0,system,cleared,2024-11-16,Janice Montoya,Off through total important store organization week.,high,no
CLM104418,0.7190760471361803,0,system,confirmed,2025-01-06,Kelly Patterson,Leader knowledge family.,high,yes
CLM104419,0.15859026693573663,0,system,pending,2025-06-24,Lauren Waters,Stage yes forward.,high,no
CLM104420,0.8495025751806685,0,audit,confirmed,2024-08-17,Shannon Ballard,Study prove success other simply.,high,yes
CLM104421,0.8230997129299673,0,system,pending,2024-09-05,Crystal Robinson,Whom education decision pay.,low,no
CLM104422,0.2585324962693164,0,manual,pending,2024-12-15,Jared Bailey,Who certain deal lead significant where.,high,no
CLM104423,0.2722993594325166,0,manual,cleared,2024-12-16,Erika Simpson,Would space little season system.,low,no
CLM104424,0.3301944137624342,0,manual,confirmed,2024-11-02,Jeffrey Woodard,List keep soldier pass we.,medium,no
CLM104425,0.02636082607572432,0,audit,confirmed,2025-05-18,Benjamin Stewart,Realize kid late cell great instead sign.,low,no
CLM104426,0.9891492193807512,0,manual,pending,2025-06-10,Frances Cooper,Today ok spend identify student real.,high,yes
CLM104427,0.5700989318535422,0,audit,confirmed,2025-01-07,Morgan Evans,Change whom join write which factor.,high,no
CLM104428,0.5291308899886212,0,audit,confirmed,2025-04-08,Nathaniel Bridges,Him major treat.,low,no
CLM104429,0.37016506996254706,0,system,confirmed,2025-04-03,Natasha Dalton,Response star herself above participant history.,low,no
CLM104430,0.5938286696914725,0,audit,cleared,2025-06-23,Ralph Cameron,Fill arrive decide right body two new.,low,no
CLM104431,0.8529475193094452,0,system,confirmed,2024-10-25,Chad Huber,Memory property yourself speak cultural.,low,no
CLM104432,0.2728957214695811,0,audit,confirmed,2024-09-25,Benjamin Cherry,Thought just loss about shoulder both pull later.,low,yes
CLM104433,0.5589518781393911,0,system,confirmed,2025-03-02,Stacey Ingram,Almost we everyone magazine apply popular machine camera.,high,no
CLM104434,0.4832657841363506,0,audit,confirmed,2024-12-18,Kelly Franklin,That federal treat however somebody glass then of.,high,no
CLM104435,0.5387246836773736,0,system,confirmed,2025-05-28,Henry Clark,Each always street commercial final market food.,medium,no
CLM104436,0.14152302863074162,0,audit,cleared,2024-10-24,Jason Mitchell,Give product training raise total young.,low,no
CLM104437,0.17965398564905954,0,manual,confirmed,2024-09-24,Matthew Jones,Information evening final state front.,low,no
CLM104438,0.9083229363201966,0,manual,cleared,2024-12-09,Brian Goodwin,Edge risk only.,medium,no
CLM104439,0.026736680018824455,0,system,confirmed,2024-10-11,David Baker,Go future agent road.,high,yes
CLM104440,0.9979669247145351,0,manual,cleared,2025-01-15,Rebecca Hancock,Do bill agent even opportunity senior.,high,yes
CLM104441,0.3889102805362191,0,manual,cleared,2025-06-16,Amy Holmes,Network artist north wear.,low,no
CLM104442,0.7562039334052857,0,manual,pending,2025-01-17,Thomas Cooper,Collection style heart.,medium,yes
CLM104443,0.350981545281006,0,manual,confirmed,2025-05-25,Mitchell Stokes,Win blue start face.,low,yes
CLM104444,0.2940771464888635,0,audit,pending,2024-10-19,Adam Chase,Employee enough grow dark forward how.,high,yes
CLM104445,0.007691512883337359,0,manual,cleared,2025-01-13,Nancy Garcia,Share save hair fight.,medium,no
CLM104446,0.38200392654941884,0,manual,pending,2024-08-21,Joshua Cardenas,Star main foreign pull training possible they most.,low,yes
CLM104447,0.835789647707475,0,system,cleared,2025-07-16,Larry Curtis,Determine animal alone guess almost already central.,medium,yes
CLM104448,0.6367678282478171,0,system,confirmed,2025-01-04,Cynthia Cooper,Expect accept account almost.,medium,yes
CLM104449,0.5751712537185555,0,manual,cleared,2024-10-28,Nicholas Washington,Garden standard stage left account.,low,no
CLM104450,0.7292219234178259,0,audit,cleared,2024-08-25,Michael Beasley,Fund man behavior history.,medium,yes
CLM104451,0.8018563135235767,0,manual,cleared,2024-10-26,Heather Stewart,Choice house direction finally.,high,no
CLM104452,0.44967714895427846,0,audit,confirmed,2025-07-09,Jonathan Sanchez,Wrong while defense training beat anything.,low,yes
CLM104453,0.8442338102079348,0,system,pending,2025-03-07,Wendy Thornton,His she group ready along sense possible catch.,high,yes
CLM104454,0.0567075082054076,0,system,pending,2024-12-28,Samuel Peters,Onto plant interesting enough floor government special.,low,yes
CLM104455,0.9120245346764922,1,system,confirmed,2025-06-05,James Gomez,Worker size sense administration outside responsibility natural use.,low,no
CLM104456,0.9047797823639817,0,manual,confirmed,2025-05-14,Jordan Miller,Everyone piece talk down dark.,medium,yes
CLM104457,0.8773245055574639,0,system,confirmed,2024-11-26,Angela Wu,Oil work usually store.,low,no
CLM104458,0.1462165004675443,0,audit,pending,2025-04-28,Robert Phillips,Our little area.,low,yes
CLM104459,0.2265501111849073,0,system,cleared,2024-12-18,Brian Olson,Clearly fill speech look.,high,yes
CLM104460,0.290857070847954,0,manual,pending,2025-03-09,Anthony Gomez,Seem discuss recent walk stock add.,medium,yes
CLM104461,0.4629979108665405,0,manual,cleared,2025-04-01,Samantha Nelson,Drug stay light charge recent instead.,low,yes
CLM104462,0.22824785603673126,0,audit,cleared,2025-05-09,Robert Carney,Now chance hour coach impact control along.,low,yes
CLM104463,0.12181708787466183,0,manual,confirmed,2025-01-15,Christopher Holder,Technology really shake personal central sit mind.,high,no
CLM104464,0.7821094568547555,0,audit,confirmed,2024-12-20,Caroline Williams,Manage mind help deep.,low,yes
CLM104465,0.3494241395013379,0,system,confirmed,2025-04-26,Joseph Jordan,Good war medical.,high,no
CLM104466,0.7648588746194755,0,audit,cleared,2024-11-25,Austin Parrish,Probably north animal start writer.,high,yes
CLM104467,0.30688679485516057,0,audit,cleared,2025-04-16,Mary Hart,Manager food analysis themselves like structure worker.,low,no
CLM104468,0.9787643456782964,0,system,cleared,2025-05-20,Brittany Villarreal,Able still find shake.,medium,no
CLM104469,0.5732635375469586,0,manual,cleared,2024-09-12,Stephanie Butler,Expect culture pay medical.,low,no
CLM104470,0.5831998567997384,0,audit,confirmed,2024-11-11,Timothy Crawford,Usually into effect brother development.,high,yes
CLM104471,0.6214787791574283,0,audit,confirmed,2025-01-26,Andrew Juarez,Determine right wide forget garden.,high,no
CLM104472,0.5392632115696511,0,system,cleared,2024-08-11,Andrea Steele,Will must rather radio.,high,yes
CLM104473,0.23754145469560395,0,system,pending,2024-12-27,Mark Sanders,Often support history tax history.,high,yes
CLM104474,0.06996471998965348,0,manual,cleared,2025-01-30,Rebecca Hendricks,Beat century task also exactly table.,high,no
CLM104475,0.0769538183738635,0,manual,cleared,2024-08-07,Holly Vargas,Technology small late director age decade.,low,yes
CLM104476,0.018020590742240716,0,audit,confirmed,2024-09-19,Patty Cruz,Break wind voice four.,high,no
CLM104477,0.7660572277510849,0,audit,cleared,2024-10-25,Kenneth Robinson DVM,True none government recently form by.,high,no
CLM104478,0.7385245410948966,0,system,confirmed,2024-11-13,Tracy Spencer,Professor scene time room.,medium,no
CLM104479,0.11102722928346198,0,audit,pending,2024-11-18,Elizabeth Tran,You fall detail environmental language.,high,yes
CLM104480,0.09880580703284758,0,audit,pending,2025-05-10,Ashley Rodriguez,Themselves record particular thing.,low,no
CLM104481,0.9344960915098343,0,system,pending,2024-11-14,Matthew Smith,Top reflect real finally role clear speak pressure.,low,yes
CLM104482,0.999330133784277,0,system,cleared,2025-01-05,Michelle Kelley,Box can middle travel instead throw myself grow.,low,yes
CLM104483,0.3282622483168208,0,audit,pending,2024-12-09,Heather Little,Marriage serve because alone feel lose.,high,no
CLM104484,0.6453734347162513,1,audit,pending,2024-11-21,David Robles,Person city create avoid.,low,no
CLM104485,0.9937597003609991,0,manual,confirmed,2025-04-14,Nicholas Fowler,Arm store although necessary again task old.,low,yes
CLM104486,0.9459670376178176,0,manual,pending,2024-08-24,Robin Simon,Concern technology describe social.,low,no
CLM104487,0.8387517186045057,0,manual,pending,2025-05-13,Brittany Gregory,Actually bar model family long different player community.,high,yes
CLM104488,0.5565145287874782,0,audit,cleared,2024-07-25,Gregory Park,Approach example type.,medium,yes
CLM104489,0.5719137160975837,0,audit,pending,2025-06-03,Dennis Smith,Cut student his certainly purpose mouth wish.,high,yes
CLM104490,0.9620159072051172,0,system,cleared,2024-11-23,Rodney Moreno,Everyone care radio.,low,no
CLM104491,0.38325730001355685,0,system,confirmed,2024-10-02,Daniel Patterson,Institution opportunity season decide tax population.,high,yes
CLM104492,0.985797016066374,1,system,cleared,2025-01-03,Teresa Brown,Lead should woman game wonder.,high,no
CLM104493,0.5939692488010623,0,system,confirmed,2025-04-15,Amy Hernandez,Test build another school.,low,yes
CLM104494,0.9713174430209903,0,audit,pending,2024-09-12,Joel Bridges,Maintain toward exist example form because.,high,no
CLM104495,0.22221300989326365,0,audit,confirmed,2024-07-24,Andre Gutierrez,Majority where response reflect plant accept.,high,no
CLM104496,0.48686525931112334,0,manual,pending,2025-01-28,John Lopez,Appear memory degree room.,medium,no
CLM104497,0.14188616864790282,0,audit,cleared,2025-03-25,Robin Harris,Receive ready represent agent medical put argue.,low,no
CLM104498,0.3069759837308448,1,manual,cleared,2025-04-03,Erin Smith,Seven social investment.,low,yes
CLM104499,0.3102264121398748,0,audit,pending,2025-04-20,Angela Cole,Response all military add into.,high,yes
CLM104500,0.018505081344227126,0,audit,cleared,2025-02-18,Rhonda Gilbert,Computer effort letter.,low,yes
CLM104501,0.17370131736208683,0,system,cleared,2025-04-23,Dan Bass,Foreign watch member black maybe phone run during.,high,yes
CLM104502,0.7546700610523839,0,audit,confirmed,2024-10-27,Jessica Scott,Deal truth claim machine hundred stay.,high,yes
CLM104503,0.8516218081218625,0,manual,cleared,2025-04-20,Kelsey Martinez,Green growth relationship turn.,medium,yes
CLM104504,0.2936477024373044,0,audit,cleared,2024-09-30,Yolanda Johnson,Teach guy live PM policy hospital us.,medium,yes
CLM104505,0.9536128423869366,0,manual,confirmed,2025-02-20,Whitney Smith,Rich relationship management skill big.,medium,yes
CLM104506,0.39892003133185827,0,manual,cleared,2024-12-22,Derrick Jones,Wonder color ago like.,medium,yes
CLM104507,0.8143837768705989,0,manual,confirmed,2024-09-07,Bridget Ryan,Establish center nature discussion.,high,yes
CLM104508,0.7519091461231506,0,manual,pending,2025-04-04,Larry Holt,Store smile whose throughout heavy international culture drop.,low,no
CLM104509,0.018536314199302684,0,audit,pending,2025-07-18,Abigail Davis,Drive quality table agent raise address action.,high,yes
CLM104510,0.42324727989694955,0,system,confirmed,2025-02-20,Christine Little,Continue rather wrong deep.,medium,yes
CLM104511,0.050219188370765555,0,audit,confirmed,2024-08-28,Andrew Braun,Two message network somebody.,low,yes
CLM104512,0.5852432357414362,0,system,cleared,2024-12-12,Dr. William Glover,Official here window present.,low,yes
CLM104513,0.4291926303997803,0,manual,confirmed,2024-10-23,Jacob Swanson,Information town physical popular they example decision.,medium,no
CLM104514,0.18143450001634476,0,manual,cleared,2025-02-11,Joshua Todd,Born concern source ten adult Democrat.,medium,yes
CLM104515,0.7279878563050869,1,manual,confirmed,2024-07-23,Jorge Chase,Product rate indicate.,low,yes
CLM104516,0.7374928166096208,0,audit,cleared,2025-07-18,Kim Mendez,Result only yes require reflect risk condition.,low,no
CLM104517,0.9189764540781922,0,system,confirmed,2025-02-05,Jennifer Reese,Card say per energy.,low,yes
CLM104518,0.0027859506512875054,0,audit,confirmed,2024-08-19,Miss Melissa Rodriguez,Who meet network sense doctor space authority shake.,medium,no
CLM104519,0.18550874802098383,0,manual,pending,2025-06-16,Stacey Spears,Test owner wrong attorney measure.,low,no
CLM104520,0.12084932694600725,0,manual,pending,2024-12-06,Zachary Webb,During charge many.,medium,yes
CLM104521,0.9845856844695884,0,manual,cleared,2024-07-29,Sean Fuller,She later itself democratic staff attention over check.,medium,no
CLM104522,0.3721677235821168,0,system,confirmed,2024-08-22,Dennis Wood,Near likely statement officer.,low,no
CLM104523,0.7748881497279089,0,manual,confirmed,2025-06-15,Robert Hernandez,Trial wonder size almost.,low,no
CLM104524,0.004556539362301271,0,system,confirmed,2025-06-05,Susan Mccoy,Dream about debate number pretty financial recognize consider.,high,no
CLM104525,0.5525864089685147,0,audit,pending,2025-03-04,Teresa Martin,Avoid direction visit question fund military.,high,no
CLM104526,0.7659032581569416,0,system,cleared,2024-08-10,Ebony Beard,Will page animal second term.,low,yes
CLM104527,0.3018774123686001,0,audit,pending,2025-05-03,Kevin Smith,Federal authority play policy piece.,low,no
CLM104528,0.38895221445353034,1,audit,cleared,2025-04-24,Jamie Johnson,Wear parent trial surface pass.,medium,yes
CLM104529,0.7080564859752648,0,system,pending,2025-05-11,Cindy Johnson,Later attorney various exactly performance least.,low,no
CLM104530,0.3266971930315312,0,manual,pending,2024-12-31,Allison Andrews,Environment understand western report west mouth.,high,yes
CLM104531,0.2712356637217199,0,system,cleared,2024-12-06,Tyler Henry,Other ahead produce my national popular music.,medium,yes
CLM104532,0.3451976082395751,0,system,cleared,2025-02-05,David Foster,Business religious attack reduce.,low,yes
CLM104533,0.6607949604713147,0,audit,confirmed,2025-03-08,Tiffany Lucero,Once scene recent more their.,high,no
CLM104534,0.16699388025581907,0,system,cleared,2024-10-01,Sean Hall,Next authority to indicate century market energy.,high,yes
CLM104535,0.20997653182170728,0,system,pending,2024-12-01,William Martin,Daughter whole happen successful audience purpose cup front.,medium,yes
CLM104536,0.48323534923232125,0,manual,confirmed,2025-02-17,Janet Young,Letter cup early five growth lot.,medium,yes
CLM104537,0.3237218026669505,0,manual,cleared,2024-09-28,Scott Moore,Smile senior accept southern.,low,yes
CLM104538,0.4793284588412908,0,audit,pending,2025-01-01,Christina Clark,Church significant create anyone.,low,yes
CLM104539,0.9705973899145282,0,manual,pending,2025-05-25,Kimberly Anderson,Guy too daughter learn.,high,no
CLM104540,0.5220843566759253,0,system,pending,2025-01-02,Kevin Haley,Billion piece rule loss reach method upon.,medium,yes
CLM104541,0.5230368306705192,0,audit,cleared,2025-05-09,Nicole Scott,Democratic never woman school back travel task.,high,yes
CLM104542,0.8235951088182082,1,system,pending,2025-03-17,Robert Mcgrath,Worker total behind teacher degree hot.,high,yes
CLM104543,0.8948509409170856,0,manual,pending,2024-10-08,Madeline Holland,A major such decision national.,medium,yes
CLM104544,0.8916384257761586,0,audit,confirmed,2024-12-09,Andrew Ross,Once knowledge size red.,high,no
CLM104545,0.5214358064364415,0,audit,cleared,2024-08-13,Samantha Burns,Blood federal author however.,high,no
CLM104546,0.7081975929542156,0,system,confirmed,2024-12-31,Ebony Barber,Animal read mention name court coach.,medium,yes
CLM104547,0.07158480694258529,0,manual,pending,2025-02-14,Carrie Taylor,Glass life what understand cup decide walk.,medium,no
CLM104548,0.7697841387152494,0,audit,confirmed,2024-12-13,Rachel Johnson,Be season crime score ask.,low,yes
CLM104549,0.03151548987079367,0,audit,confirmed,2024-09-28,Sandra Collier,His world hope our.,low,yes
CLM104550,0.48097220232672366,0,manual,cleared,2024-09-28,Alison Ferrell,Between organization hospital behind fact.,high,yes
CLM104551,0.2659473283618976,0,manual,pending,2024-08-15,Jennifer Santos,Idea notice under word expect for.,medium,yes
CLM104552,0.25479929508644006,0,manual,confirmed,2025-05-29,Taylor Lawson,If attorney drive behind single different.,low,yes
CLM104553,0.14677276862118493,1,system,cleared,2025-03-09,Shannon Serrano,Result speech society memory scientist writer.,high,yes
CLM104554,0.6855361772426701,0,manual,pending,2025-01-22,Parker Williams,But physical time at nation yard born.,medium,yes
CLM104555,0.4042271505690821,0,manual,cleared,2025-05-18,Jessica Dalton,Camera night to finish.,low,yes
CLM104556,0.5636669016699863,0,manual,pending,2025-06-14,Frederick Johnson,Argue stage religious senior goal after while.,medium,no
CLM104557,0.40365949927793965,0,system,pending,2025-06-25,Joseph Turner,After with his letter away candidate benefit analysis.,low,no
CLM104558,0.11246147433915255,0,system,cleared,2024-11-27,Jessica Smith,Will water guy move party.,low,no
CLM104559,0.8817632184575263,0,audit,confirmed,2024-11-28,Mary Coleman,Find live about probably.,low,yes
CLM104560,0.7097932172572623,0,system,confirmed,2024-12-19,Shelly Sheppard,Provide child step hear majority.,high,yes
CLM104561,0.10707379556728835,0,system,confirmed,2025-05-02,Nathan Evans,Bar growth own this available dinner.,medium,yes
CLM104562,0.42114348500811427,0,audit,confirmed,2025-01-26,Cameron Johnson,Face wife Mr.,medium,yes
CLM104563,0.3067412443287145,0,system,confirmed,2025-03-06,Joseph Costa,Reflect laugh he game myself main example.,low,no
CLM104564,0.010298422117272943,0,manual,cleared,2024-08-12,Michelle Ross,It administration not more region stop product officer.,low,yes
CLM104565,0.9327233907501479,0,system,confirmed,2024-12-29,Raymond Gibbs,Identify realize agree record.,high,no
CLM104566,0.5429995018162472,0,audit,pending,2025-05-12,Kelly Forbes,Plant research certainly describe.,medium,yes
CLM104567,0.6212786945950332,0,system,confirmed,2024-08-22,Erika Fox,Present election wide with interview.,low,yes
CLM104568,0.38197011247256984,0,audit,confirmed,2025-07-11,Jordan Chapman,Bar force friend tonight authority those.,medium,yes
CLM104569,0.1337463094368192,0,system,cleared,2025-02-06,Justin Hubbard,Send because campaign choice every tonight.,high,yes
CLM104570,0.3632459477065104,0,system,confirmed,2024-12-29,Rebecca Collins,Amount our budget choose.,medium,yes
CLM104571,0.6472168230004617,0,audit,pending,2024-08-22,Richard Armstrong,Including sell dark bring.,low,yes
CLM104572,0.9335383926574592,0,system,cleared,2025-04-01,John Thomas,Edge executive choose arm board black past.,low,no
CLM104573,0.7693120396598663,0,system,pending,2025-03-22,Jason Hardin,New rise film alone.,medium,yes
CLM104574,0.17418072994598066,1,manual,pending,2024-09-07,Zachary Hines,Short court option relationship pull fine.,medium,no
CLM104575,0.9293095461030226,0,manual,pending,2025-05-22,Christopher Anderson,Financial control maybe close public so past.,medium,yes
CLM104576,0.8382706782577619,0,system,confirmed,2025-05-17,Albert Anthony,Eat you meeting position rule test.,low,yes
CLM104577,0.18833773726491354,0,system,pending,2024-08-12,Deborah Johnson,Next really data.,low,yes
CLM104578,0.5582496086477754,0,system,cleared,2024-11-26,Savannah Taylor,Chance language safe education well.,medium,no
CLM104579,0.30079578074972646,0,audit,confirmed,2025-03-05,Angela Kramer,Book land bit born.,medium,yes
CLM104580,0.8687880919464037,0,system,pending,2024-12-02,Brian Chambers,Likely structure role trip laugh than himself medical.,low,no
CLM104581,0.5696725377251367,0,manual,pending,2025-05-23,Corey Rangel,Improve nor himself difficult over under.,high,yes
CLM104582,0.3858398002574358,0,audit,cleared,2025-06-20,John Estrada,Few number watch involve after.,medium,no
CLM104583,0.26655277311977266,0,audit,confirmed,2025-05-22,Edward Torres,Option street card home political interest.,high,no
CLM104584,0.90483671315399,0,system,pending,2025-02-23,Donald King,Very mother always possible get.,high,no
CLM104585,0.8201804891773666,0,audit,cleared,2025-01-19,Shawn Bates,Born adult scene ten chair.,high,yes
CLM104586,0.7225361692351465,0,manual,cleared,2025-01-15,Lauren Carter,Benefit be debate lay wall region control.,low,no
CLM104587,0.4546063381612534,0,audit,confirmed,2025-06-03,Donald Richard,Subject political painting her.,low,no
CLM104588,0.4417288639899175,0,audit,pending,2025-01-22,Theresa Williams,So rest both not.,medium,no
CLM104589,0.4640191585291715,0,system,cleared,2025-06-08,Emily Scott,Model performance seven which food woman able.,medium,no
CLM104590,0.5768651266253119,0,manual,confirmed,2024-09-19,Carla Stevens,Imagine very office build.,low,no
CLM104591,0.9983632982455017,0,manual,pending,2025-05-02,Caroline Smith,Response west development lay course doctor wait.,low,yes
CLM104592,0.16290408134509804,0,system,cleared,2025-06-07,Jason Rocha,Sense computer never bill television.,high,no
CLM104593,0.5645541649387955,0,audit,confirmed,2025-02-18,Jeffrey Johnson,One sister since soldier into spend pattern.,medium,yes
CLM104594,0.4821012141808956,0,manual,pending,2024-10-11,Jack Edwards,Civil sing list often democratic card west cold.,medium,yes
CLM104595,0.7021551836995913,0,manual,cleared,2025-01-27,Cynthia Castillo,Here morning much.,low,yes
CLM104596,0.113296828940463,1,manual,cleared,2025-07-11,Kelsey Mendoza,Bag fish with low.,high,yes
CLM104597,0.46489223044418204,0,audit,pending,2024-08-15,Eric Vargas,With hundred join method.,high,no
CLM104598,0.21429946030702318,0,audit,cleared,2025-05-27,Travis Patel,Itself kind dream.,high,yes
CLM104599,0.73656695413381,0,audit,pending,2025-07-09,Heather Brown,Toward you life specific now.,low,yes
CLM104600,0.4824429517973996,0,audit,cleared,2024-11-26,Ernest Holt,Start member at family.,medium,yes
CLM104601,0.9516633946631966,0,audit,confirmed,2025-04-07,Sarah Zamora,School cultural benefit that let theory bring.,high,no
CLM104602,0.40096240894997104,0,audit,confirmed,2025-06-20,Theresa Vaughn,Turn deep itself television human some.,medium,no
CLM104603,0.36115091324365456,0,manual,cleared,2025-07-02,Lauren Morgan,Happen light receive long.,low,yes
CLM104604,0.39781041957104735,0,system,pending,2025-06-07,James Stone,News tax worry exist moment evidence politics design.,low,no
CLM104605,0.08413077512988887,0,audit,cleared,2024-07-27,Hannah Jones,Where explain beautiful win road increase police.,medium,no
CLM104606,0.5383056695270051,0,audit,pending,2024-08-13,Frank Moore,Something child simple green per law analysis.,high,no
CLM104607,0.48172030743715666,0,audit,cleared,2025-02-06,Randy Rogers,Agency top while girl.,medium,no
CLM104608,0.36862329020130435,1,system,confirmed,2024-08-14,Kevin Torres,Discover expert around anything see hear each next.,low,yes
CLM104609,0.27458973496572303,0,audit,cleared,2025-03-28,Bryan Rice,Return war discussion design as though.,medium,yes
CLM104610,0.22818294971391995,0,audit,confirmed,2024-09-04,Diana Robinson,Again sit cell more response all.,medium,yes
CLM104611,0.4946517803188071,0,audit,confirmed,2025-05-14,Zachary Johns,Rate seven agent news daughter.,high,yes
CLM104612,0.28556091286843277,1,manual,cleared,2024-07-31,Tony Gonzalez,Food feeling note want military.,medium,yes
CLM104613,0.3467017003721533,0,system,cleared,2024-07-28,Sydney Vincent,Really land owner sound know recently.,low,yes
CLM104614,0.2514718927643683,0,audit,confirmed,2024-12-12,Benjamin Goodwin,Organization school power piece right.,high,yes
CLM104615,0.20456739940410662,0,system,cleared,2025-04-09,Jason Singleton,Authority easy reality front especially American some.,low,yes
CLM104616,0.16114538476093287,0,manual,cleared,2024-07-31,Robin Rivera,Coach bag son check country not.,low,no
CLM104617,0.3455437913191728,0,system,cleared,2025-03-16,Michelle Murray,Exactly month city most cultural brother amount grow.,low,no
CLM104618,0.8616129522071556,0,audit,pending,2025-01-11,Charles Gray,Lawyer fight list six.,low,no
CLM104619,0.3998637478103175,0,system,pending,2024-08-03,Michelle Duarte,Turn lot thank support president make or.,low,yes
CLM104620,0.03839674587443764,0,manual,confirmed,2024-07-26,Francisco Tate,Positive design successful.,high,yes
CLM104621,0.683243811772428,0,audit,pending,2024-08-05,Pamela French,Mission help pattern area difference.,medium,yes
CLM104622,0.8434157989095163,0,audit,pending,2025-01-20,Jennifer Thomas,Popular reason name look ready seat.,medium,yes
CLM104623,0.9438403606373912,1,audit,cleared,2024-08-11,Julie Hart,Force team use physical gun system.,low,yes
CLM104624,0.40327925341399085,1,manual,cleared,2024-08-19,Christina Johns,Take item live benefit.,high,no
CLM104625,0.8365555973088171,0,system,pending,2025-02-24,Kevin Smith,Event evening seat hair.,high,no
CLM104626,0.43852638060805516,0,audit,confirmed,2024-11-04,Samuel Miller,Beat Congress media grow church win test.,high,no
CLM104627,0.08993270476679205,0,audit,confirmed,2025-03-29,Craig Carrillo,Media bring father wrong least strong ever.,low,no
CLM104628,0.4000786542219592,1,manual,confirmed,2025-03-16,Lauren Clark DDS,Discover class current every check interesting size.,high,yes
CLM104629,0.6092463188478446,0,manual,cleared,2024-07-29,Tara Walker,Trade yourself nothing who.,medium,no
CLM104630,0.9808830572768575,0,audit,pending,2025-04-05,Philip Bowman,Fast sense back note beat.,high,yes
CLM104631,0.9841280074192462,0,system,confirmed,2024-12-15,Robert Haynes,Over much rest approach with talk of.,low,no
CLM104632,0.14883134022387856,0,manual,pending,2025-06-16,Julia Daniel,Individual yes marriage method already fall.,medium,no
CLM104633,0.6595577447448141,0,system,pending,2025-07-13,Charles Martinez,A kind the.,low,yes
